"Местное время в Томпе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.12.2017 08:00";"-9.4";"723.0";"767.5";"";"";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-12.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"";"0.4";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0";
"29.12.2017 02:00";"-10.5";"722.4";"767.1";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-12.5";"";"";"";"";"";"";
"28.12.2017 20:00";"-12.6";"723.7";"768.9";"";"100";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"-10.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-12.6";"Осадков нет";"12";"";"";"";"";
"28.12.2017 14:00";"-11.2";"724.9";"769.9";"";"90";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые при хаотическом виде неба, обычно расположенные на нескольких уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-12.5";"";"";"";"";"";"";
"28.12.2017 08:00";"-17.4";"726.5";"772.8";"";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"20–30%.";" ";"";"";"-17.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-18.0";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0";
"28.12.2017 02:00";"-15.6";"726.7";"767.2";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-16.9";"";"";"";"";"";"";
"27.12.2017 20:00";"-15.0";"725.8";"771.6";"";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"-12.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-15.6";"Осадков нет";"12";"";"";"";"";
"27.12.2017 14:00";"-13.3";"724.2";"769.5";"";"90";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-14.6";"";"";"";"";"";"";
"27.12.2017 08:00";"-21.3";"722.6";"769.3";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"-28.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"-22.5";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0";
"27.12.2017 02:00";"-27.7";"722.5";"770.5";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-29.5";"";"";"";"";"";"";
"26.12.2017 20:00";"-24.3";"723.1";"770.3";"";"90";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"-16.0";"";"";"";"";"";"";"-25.5";"Осадков нет";"12";"";"";"";"";
"26.12.2017 14:00";"-16.1";"724.4";"770.2";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-19.5";"";"";"";"";"";"";
"26.12.2017 08:00";"-25.6";"727.2";"775.0";"";"71";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-26.0";"";"";"";"";"";"";"20.0";"-29.3";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"28.0";
"26.12.2017 02:00";"-24.0";"729.4";"777.0";"";"65";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-28.8";"";"";"";"";"";"";
"25.12.2017 20:00";"-22.5";"730.4";"777.9";"";"72";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-17.0";"";"";"";"";"";"";"-26.2";"Осадков нет";"12";"";"";"";"";
"25.12.2017 14:00";"-17.5";"729.4";"775.9";"";"50";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-25.4";"";"";"";"";"";"";
"25.12.2017 08:00";"-21.4";"721.0";"775.6";"";"65";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"-22.7";"";"";"";"";"";"";"50.0";"-26.2";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0";
"25.12.2017 02:00";"-22.3";"727.5";"774.7";"";"75";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-25.6";"";"";"";"";"";"";
"24.12.2017 20:00";"-19.6";"725.9";"772.5";"";"80";"Ветер, дующий с северо-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"-9.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-22.2";"Осадков нет";"12";"";"";"";"";
"24.12.2017 14:00";"-13.0";"723.9";"769.2";"";"65";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-18.2";"";"";"";"";"";"";
"24.12.2017 08:00";"-14.3";"723.7";"769.2";"";"80";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-16.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"-17.0";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0";
"24.12.2017 02:00";"-10.8";"724.7";"769.6";"";"85";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-12.8";"";"";"";"";"";"";
"23.12.2017 20:00";"-13.4";"725.2";"770.6";"";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"-9.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-14.0";"Осадков нет";"12";"";"";"";"";
"23.12.2017 14:00";"-9.7";"723.9";"768.5";"";"66";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"50.0";"-14.9";"";"";"";"";"";"";
"23.12.2017 08:00";"-14.3";"722.5";"767.9";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"-14.4";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"-15.6";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"29.0";
"23.12.2017 02:00";"-13.5";"721.9";"767.1";"";"75";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-17.0";"";"";"";"";"";"";
"22.12.2017 20:00";"-13.1";"722.2";"767.4";"";"70";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"-7.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-17.4";"Осадков нет";"12";"";"";"";"";
"22.12.2017 14:00";"-7.6";"721.4";"765.6";"";"60";"Ветер, дующий с востоко-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-14.2";"";"";"";"";"";"";
"22.12.2017 08:00";"-9.9";"719.8";"764.2";"";"82";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"-9.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-12.5";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"30.0";
"22.12.2017 02:00";"-7.6";"719.8";"763.9";"";"73";"Ветер, дующий с севера";"1";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-11.6";"";"";"";"";"";"";
"21.12.2017 20:00";"-5.4";"719.7";"763.3";"";"73";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-3.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-9.6";"Осадков нет";"12";"";"";"";"";
"21.12.2017 14:00";"-4.6";"718.8";"762.3";"";"74";"Ветер, дующий с юго-юго-запада";"6";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"-8.5";"";"";"";"";"";"";
"21.12.2017 08:00";"-4.5";"718.7";"762.1";"";"70";"Ветер, дующий с юго-запада";"7";"";"";"20–30%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-8.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-9.2";"Осадков нет";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"31.0";
"21.12.2017 02:00";"-5.6";"719.2";"763.0";"";"70";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-10.3";"";"";"";"";"";"";
"20.12.2017 20:00";"-4.0";"719.9";"763.3";"";"73";"Ветер, дующий с юга";"6";"";"12";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Метель";"Ливень (ливни).";"";"-2.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-8.1";"0.2";"12";"";"";"";"";
"20.12.2017 14:00";"-3.5";"719.6";"762.9";"";"72";"Ветер, дующий с юго-запада";"3";"";"12";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Ливень (ливни).";"Метель";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"50.0";"-7.9";"";"";"";"";"";"";
"20.12.2017 08:00";"-3.0";"719.8";"763.1";"";"79";"Ветер, дующий с юго-юго-запада";"8";"11";"11";"100%.";"Слабая или умеренная снежная низовая метель в целом высокая (выше уровня глаз наблюдателя). ";"Снег и/или другие виды твердых осадков";"Метель";"-10.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-6.1";"1.0";"12";"";"";"Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"34.0";
"20.12.2017 02:00";"-4.8";"721.8";"765.4";"";"100";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-4.8";"";"";"";"";"";"";
"19.12.2017 20:00";"-10.8";"724.6";"769.4";"";"100";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-10.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-10.8";"2.0";"12";"";"";"";"";
"19.12.2017 14:00";"-10.5";"726.4";"771.4";"";"100";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-10.5";"";"";"";"";"";"";
"19.12.2017 08:00";"-13.8";"726.4";"771.9";"";"100";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-15.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"-13.8";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"32.0";
"19.12.2017 02:00";"-14.5";"726.6";"772.3";"";"100";"Ветер, дующий с севера";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"";"-14.5";"";"";"";"";"";"";
"18.12.2017 20:00";"-13.5";"727.6";"773.2";"";"95";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"-10.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-14.1";"1.0";"12";"";"";"";"";
"18.12.2017 14:00";"-14.6";"730.3";"776.3";"";"70";"Ветер, дующий с северо-востока";"3";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"20.0";"-18.9";"";"";"";"";"";"";
"18.12.2017 08:00";"-20.8";"732.7";"780.1";"";"83";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-21.1";"";"";"";"";"";"";"20.0";"-22.9";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"30.0";
"18.12.2017 02:00";"-19.9";"731.8";"778.9";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-21.1";"";"";"";"";"";"";
"17.12.2017 20:00";"-10.2";"728.5";"773.5";"";"90";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-8.1";"";"";"";"";"";"";"-11.5";"Осадков нет";"12";"";"";"";"";
"17.12.2017 14:00";"-10.2";"726.3";"771.1";"";"90";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"50.0";"-11.5";"";"";"";"";"";"";
"17.12.2017 08:00";"-14.0";"725.1";"770.6";"";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-14.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"-14.6";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"32.0";
"17.12.2017 02:00";"-13.3";"724.9";"770.3";"";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-13.9";"";"";"";"";"";"";
"16.12.2017 20:00";"-12.5";"726.4";"771.8";"";"100";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"-11.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"-12.5";"3.0";"12";"";"";"";"";
